restaurant_name,michelin_distinction,rating,review_count,price_level,type,michelin
Persepolis,Selected Restaurants,4.2,806.0,PRICE_LEVEL_MODERATE,persian_restaurant,1
Chez Fifi,Selected Restaurants,4.2,165.0,,restaurant,1
Gordo's Cantina,bib,4.5,673.0,PRICE_LEVEL_MODERATE,mexican_restaurant,1
J.G. Melon,Selected Restaurants,4.2,3913.0,PRICE_LEVEL_MODERATE,bar_and_grill,1
Kebab aur Sharab,Selected Restaurants,4.3,931.0,,indian_restaurant,1
Orsay,Selected Restaurants,4.3,946.0,PRICE_LEVEL_EXPENSIVE,french_restaurant,1
Sushi Akira,Selected Restaurants,4.9,71.0,,japanese_restaurant,1
Sempre Oggi,Selected Restaurants,4.7,461.0,,italian_restaurant,1
Sushi Noz,Two Stars,4.5,444.0,PRICE_LEVEL_VERY_EXPENSIVE,sushi_restaurant,1
Essential by Christophe,One Star,4.8,430.0,,french_restaurant,1
Covacha,bib,4.3,1770.0,PRICE_LEVEL_MODERATE,mexican_restaurant,1
Cardamom,bib,4.5,511.0,PRICE_LEVEL_INEXPENSIVE,indian_restaurant,1
Tha Phraya,bib,4.8,1276.0,PRICE_LEVEL_MODERATE,thai_restaurant,1
Chuan Tian Xia,bib,4.3,582.0,PRICE_LEVEL_MODERATE,chinese_restaurant,1
Ly Ly Vietnam Cookhouse,Selected Restaurants,4.8,392.0,,vietnamese_restaurant,1
Olmo,bib,4.8,105.0,,restaurant,1
Cafe Sabarsky,Selected Restaurants,4.3,1247.0,PRICE_LEVEL_EXPENSIVE,austrian_restaurant,1
Eléa,Selected Restaurants,4.6,1101.0,PRICE_LEVEL_MODERATE,greek_restaurant,1
Rolo's,bib,4.5,1824.0,PRICE_LEVEL_MODERATE,bar_and_grill,1
East Harbor Seafood Palace,Selected Restaurants,4.3,2159.0,PRICE_LEVEL_MODERATE,seafood_restaurant,1
il Gigante,Selected Restaurants,4.7,280.0,,italian_restaurant,1
Chick Chick,Selected Restaurants,4.5,452.0,PRICE_LEVEL_MODERATE,chicken_restaurant,1
Dagon,Selected Restaurants,4.8,2382.0,PRICE_LEVEL_EXPENSIVE,mediterranean_restaurant,1
Tanoreen,bib,4.7,2990.0,PRICE_LEVEL_MODERATE,middle_eastern_restaurant,1
Yemenat,bib,4.7,918.0,PRICE_LEVEL_EXPENSIVE,restaurant,1
Enoteca Maria,Selected Restaurants,4.7,1590.0,PRICE_LEVEL_MODERATE,italian_restaurant,1
Phayul,bib,4.1,733.0,PRICE_LEVEL_INEXPENSIVE,tibetan_restaurant,1
Zaab Zaab,bib,4.3,322.0,PRICE_LEVEL_MODERATE,thai_restaurant,1
Miss Mamie's Spoonbread Too,Selected Restaurants,4.0,484.0,PRICE_LEVEL_MODERATE,soul_food_restaurant,1
Taverna Kyclades,Selected Restaurants,4.6,5165.0,PRICE_LEVEL_MODERATE,greek_restaurant,1
Seppe Pizza Bar,Selected Restaurants,4.5,562.0,PRICE_LEVEL_MODERATE,pizza_restaurant,1
Melba's,Selected Restaurants,4.3,4649.0,PRICE_LEVEL_MODERATE,american_restaurant,1
SaRanRom Thai,bib,4.8,1240.0,PRICE_LEVEL_MODERATE,thai_restaurant,1
Lakruwana,Selected Restaurants,4.5,1069.0,PRICE_LEVEL_MODERATE,sri_lankan_restaurant,1
Barawine,Selected Restaurants,4.3,897.0,PRICE_LEVEL_MODERATE,wine_bar,1
Neta Shari,Selected Restaurants,4.7,155.0,,sushi_restaurant,1
Oso,bib,4.5,846.0,PRICE_LEVEL_MODERATE,mexican_restaurant,1
Seis Vecinos,Selected Restaurants,4.1,2303.0,PRICE_LEVEL_MODERATE,restaurant,1
Caleta 111 Cevicheria,bib,4.4,449.0,PRICE_LEVEL_EXPENSIVE,peruvian_restaurant,1
Asian Jewels,Selected Restaurants,4.2,3044.0,PRICE_LEVEL_MODERATE,chinese_restaurant,1
Jiang Nan,bib,4.7,2382.0,PRICE_LEVEL_MODERATE,chinese_restaurant,1
Alley 41,bib,4.6,825.0,PRICE_LEVEL_MODERATE,chinese_restaurant,1
Tong Sam Gyup Goo Yi,bib,4.2,304.0,PRICE_LEVEL_MODERATE,korean_barbecue_restaurant,1
Çka Ka Qëllu,Selected Restaurants,4.8,1453.0,PRICE_LEVEL_MODERATE,mediterranean_restaurant,1
Tra Di Noi,Selected Restaurants,4.4,539.0,PRICE_LEVEL_MODERATE,italian_restaurant,1
Legend of Taste,bib,4.4,373.0,PRICE_LEVEL_MODERATE,chinese_restaurant,1
Patricia’s,Selected Restaurants,4.3,416.0,PRICE_LEVEL_MODERATE,italian_restaurant,1
Tobalá,Selected Restaurants,4.5,372.0,,mexican_restaurant,1
Dubrovnik,Selected Restaurants,4.7,1085.0,PRICE_LEVEL_MODERATE,croatian_restaurant,1
Maria Restaurant,Selected Restaurants,4.5,427.0,PRICE_LEVEL_MODERATE,italian_restaurant,1
Artesano,None,4.6,995.0,PRICE_LEVEL_MODERATE,peruvian_restaurant,0
Gran Morsi,None,4.4,611.0,PRICE_LEVEL_MODERATE,italian_restaurant,0
Serafina Tribeca,None,4.4,1562.0,PRICE_LEVEL_MODERATE,italian_restaurant,0
Mudville,None,4.2,926.0,PRICE_LEVEL_MODERATE,american_restaurant,0
Benares Tribeca Indian Restaurant,None,4.2,2312.0,PRICE_LEVEL_MODERATE,indian_restaurant,0
CUT by Wolfgang Puck,None,4.4,780.0,PRICE_LEVEL_EXPENSIVE,restaurant,0
69 Leonard Street,None,4.5,241.0,PRICE_LEVEL_VERY_EXPENSIVE,japanese_restaurant,0
Two Hands,None,4.4,1304.0,PRICE_LEVEL_MODERATE,australian_restaurant,0
Tara Kitchen Tribeca,None,4.6,268.0,PRICE_LEVEL_MODERATE,moroccan_restaurant,0
Forgione,None,4.6,764.0,PRICE_LEVEL_EXPENSIVE,american_restaurant,0
Gigino Trattoria,None,4.4,604.0,PRICE_LEVEL_MODERATE,italian_restaurant,0
American Cut,None,4.5,1028.0,PRICE_LEVEL_VERY_EXPENSIVE,steak_house,0
Locanda Verde Tribeca,None,4.4,2317.0,PRICE_LEVEL_EXPENSIVE,italian_restaurant,0
Mr Chow,None,3.9,693.0,PRICE_LEVEL_EXPENSIVE,restaurant,0
Frenchette,None,4.3,1278.0,PRICE_LEVEL_EXPENSIVE,french_restaurant,0
Terra,None,4.3,844.0,PRICE_LEVEL_MODERATE,italian_restaurant,0
Serafina Financial District,None,4.6,1049.0,PRICE_LEVEL_MODERATE,italian_restaurant,0
Mei Lai Wah,None,4.4,3787.0,PRICE_LEVEL_INEXPENSIVE,chinese_restaurant,0
House of Joy,None,4.1,1368.0,PRICE_LEVEL_INEXPENSIVE,dim_sum_restaurant,0
Nom Wah Tea Parlor,None,4.2,5244.0,PRICE_LEVEL_INEXPENSIVE,dim_sum_restaurant,0
Mei Lai Wah | Wonton Noodle Garden,None,4.3,1950.0,PRICE_LEVEL_INEXPENSIVE,chinese_restaurant,0
Ajisen Ramen,None,4.6,2588.0,PRICE_LEVEL_INEXPENSIVE,ramen_restaurant,0
Tasty Hand - Pulled Noodles,None,4.4,1472.0,PRICE_LEVEL_INEXPENSIVE,chinese_noodle_restaurant,0
Golden Unicorn,None,4.0,3509.0,PRICE_LEVEL_MODERATE,dim_sum_restaurant,0
Joe's Shanghai,None,4.2,6143.0,PRICE_LEVEL_INEXPENSIVE,chinese_restaurant,0
Deluxe Green Bo,None,4.3,1627.0,PRICE_LEVEL_INEXPENSIVE,chinese_restaurant,0
NOMO Kitchen,None,3.9,1282.0,PRICE_LEVEL_EXPENSIVE,american_restaurant,0
Wolfgang's Steakhouse,None,4.4,1661.0,PRICE_LEVEL_VERY_EXPENSIVE,steak_house,0
Yves,None,4.1,323.0,PRICE_LEVEL_MODERATE,french_restaurant,0
Tomiño Taberna Gallega,None,4.6,2268.0,PRICE_LEVEL_MODERATE,spanish_restaurant,0
Hometown Hotpot & BBQ,None,4.3,2104.0,PRICE_LEVEL_MODERATE,hot_pot_restaurant,0
Super Taste,None,4.6,1545.0,PRICE_LEVEL_INEXPENSIVE,chinese_restaurant,0
Fong On,None,4.6,496.0,PRICE_LEVEL_MODERATE,korean_restaurant,0
Kiki's,None,4.4,2465.0,PRICE_LEVEL_MODERATE,greek_restaurant,0
Kopitiam,None,4.2,1562.0,PRICE_LEVEL_INEXPENSIVE,malaysian_restaurant,0
Balzem,None,4.6,1624.0,PRICE_LEVEL_MODERATE,mediterranean_restaurant,0
The Butcher's Daughter,None,4.0,2155.0,PRICE_LEVEL_MODERATE,vegetarian_restaurant,0
Metrograph,None,4.6,1470.0,PRICE_LEVEL_EXPENSIVE,movie_theater,0
Peasant,None,4.4,796.0,PRICE_LEVEL_EXPENSIVE,italian_restaurant,0
Kyuramen,None,4.5,1960.0,PRICE_LEVEL_MODERATE,ramen_restaurant,0
Cocoron,None,4.4,1342.0,PRICE_LEVEL_MODERATE,restaurant,0
La Sirène SoHo,None,4.5,662.0,PRICE_LEVEL_EXPENSIVE,french_restaurant,0
Wayla,None,4.5,1138.0,PRICE_LEVEL_MODERATE,thai_restaurant,0
Vanessa's Dumpling House,None,4.3,858.0,PRICE_LEVEL_INEXPENSIVE,restaurant,0
Carol's Bun,None,4.7,231.0,PRICE_LEVEL_MODERATE,chinese_restaurant,0
Dudleys,None,4.4,1814.0,PRICE_LEVEL_MODERATE,restaurant,0
Congee Village,None,4.1,2552.0,PRICE_LEVEL_MODERATE,chinese_restaurant,0
The Dutch,None,4.3,2414.0,PRICE_LEVEL_EXPENSIVE,american_restaurant,0
Blue Ribbon Sushi,None,4.6,1862.0,PRICE_LEVEL_MODERATE,sushi_restaurant,0
Revelie,None,4.7,269.0,PRICE_LEVEL_MODERATE,diner,0
Westville Hudson,None,4.5,1635.0,PRICE_LEVEL_MODERATE,american_restaurant,0
Il Corallo Trattoria,None,4.5,2011.0,PRICE_LEVEL_INEXPENSIVE,italian_restaurant,0
La Pecora Bianca SoHo,None,4.8,5827.0,PRICE_LEVEL_MODERATE,italian_restaurant,0
Macbar,None,4.1,368.0,PRICE_LEVEL_MODERATE,american_restaurant,0
Freemans,None,4.4,2355.0,PRICE_LEVEL_MODERATE,american_restaurant,0
Spicy Moon Bowery,None,4.5,655.0,PRICE_LEVEL_MODERATE,vegan_restaurant,0
Good Thanks Cafe,None,4.6,818.0,PRICE_LEVEL_MODERATE,brunch_restaurant,0
Izakaya Juraku,None,4.7,616.0,PRICE_LEVEL_MODERATE,japanese_izakaya_restaurant,0
Charlie Bird,None,4.4,1084.0,PRICE_LEVEL_EXPENSIVE,italian_restaurant,0
Left Bank Menlo Park,None,4.2,1204.0,PRICE_LEVEL_EXPENSIVE,french_restaurant,0
Camper,None,4.4,474.0,PRICE_LEVEL_MODERATE,californian_restaurant,0
ORGANICO,None,4.5,455.0,PRICE_LEVEL_MODERATE,restaurant,0
Roxanne Cafe,None,4.3,2010.0,PRICE_LEVEL_MODERATE,american_restaurant,0
Lori's Diner,None,4.1,4571.0,PRICE_LEVEL_MODERATE,diner,0
Tacombi,None,4.4,2589.0,PRICE_LEVEL_MODERATE,mexican_restaurant,0
Bowery Meat Company,None,4.5,1275.0,PRICE_LEVEL_EXPENSIVE,restaurant,0
Fish Cheeks,None,4.7,5146.0,PRICE_LEVEL_MODERATE,thai_restaurant,0
Wicked Willy's,None,4.1,1651.0,PRICE_LEVEL_MODERATE,american_restaurant,0
Carroll Place,None,4.3,1480.0,PRICE_LEVEL_MODERATE,italian_restaurant,0
Mr. Taka Ramen,None,4.5,1511.0,PRICE_LEVEL_MODERATE,ramen_restaurant,0
Hair of the Dog,None,4.0,1570.0,PRICE_LEVEL_INEXPENSIVE,sports_bar,0
Jajaja Mexicana,None,4.6,1757.0,PRICE_LEVEL_MODERATE,vegan_restaurant,0
Top Thai 55 Carmine,None,4.7,4966.0,PRICE_LEVEL_MODERATE,thai_restaurant,0
Saluggi's East,None,4.4,1070.0,PRICE_LEVEL_MODERATE,restaurant,0
Manousheh Grand,None,4.6,538.0,PRICE_LEVEL_INEXPENSIVE,lebanese_restaurant,0
Dante NYC,None,4.5,2715.0,PRICE_LEVEL_EXPENSIVE,italian_restaurant,0
Bar Pitti,None,3.8,1761.0,PRICE_LEVEL_EXPENSIVE,italian_restaurant,0
Gemma,None,4.3,1095.0,PRICE_LEVEL_MODERATE,italian_restaurant,0
Clark's,None,4.4,1786.0,PRICE_LEVEL_MODERATE,diner,0
Kogane,None,4.4,1047.0,PRICE_LEVEL_MODERATE,ramen_restaurant,0
Blue Ribbon Sushi Izakaya,None,4.4,931.0,PRICE_LEVEL_MODERATE,japanese_restaurant,0
Le French Diner,None,4.5,531.0,PRICE_LEVEL_MODERATE,french_restaurant,0
Rosie's,None,4.5,1895.0,PRICE_LEVEL_MODERATE,mexican_restaurant,0
Baar Baar,None,4.0,2022.0,PRICE_LEVEL_EXPENSIVE,indian_restaurant,0
Jack's Wife Freda,None,4.4,2136.0,PRICE_LEVEL_MODERATE,mediterranean_restaurant,0
Son del North,None,4.3,505.0,PRICE_LEVEL_INEXPENSIVE,burrito_restaurant,0
Fools Gold NYC,None,4.5,1187.0,PRICE_LEVEL_MODERATE,cocktail_bar,0
divya's kitchen,None,4.6,771.0,PRICE_LEVEL_MODERATE,vegetarian_restaurant,0
Vic's,None,4.6,1204.0,PRICE_LEVEL_MODERATE,italian_restaurant,0
Swift Hibernian Lounge,None,4.5,1040.0,PRICE_LEVEL_MODERATE,irish_pub,0
Berimbau Brazilian Table - West Village,None,4.6,1465.0,PRICE_LEVEL_MODERATE,brazilian_restaurant,0
The Bowery Hotel,None,4.5,1666.0,PRICE_LEVEL_EXPENSIVE,hotel,0
Gazab,None,4.5,1242.0,PRICE_LEVEL_MODERATE,indian_restaurant,0
Taverna Di Bacco,None,4.7,556.0,PRICE_LEVEL_MODERATE,italian_restaurant,0
Cafe Himalaya,None,4.7,928.0,PRICE_LEVEL_INEXPENSIVE,tibetan_restaurant,0
Grand Canyon Restaurant,None,4.4,543.0,PRICE_LEVEL_MODERATE,american_restaurant,0
Little Owl,None,4.5,1407.0,PRICE_LEVEL_EXPENSIVE,american_restaurant,0
Hudson Clearwater,None,4.4,1200.0,PRICE_LEVEL_MODERATE,american_restaurant,0
Toriya,None,4.6,216.0,PRICE_LEVEL_MODERATE,japanese_restaurant,0
Palma,None,4.6,1162.0,PRICE_LEVEL_EXPENSIVE,italian_restaurant,0
Remedy Diner,None,3.9,2839.0,PRICE_LEVEL_MODERATE,diner,0
Il Posto Accanto,None,4.6,596.0,PRICE_LEVEL_MODERATE,italian_restaurant,0
Babbo,None,4.3,1786.0,PRICE_LEVEL_VERY_EXPENSIVE,restaurant,0
Cowgirl,None,4.2,1563.0,PRICE_LEVEL_MODERATE,southwestern_us_restaurant,0
Casa La Femme,None,3.8,1925.0,PRICE_LEVEL_MODERATE,restaurant,0
Buvette,None,4.4,4271.0,PRICE_LEVEL_EXPENSIVE,french_restaurant,0
Fiaschetteria “Pistoia”,None,4.4,654.0,PRICE_LEVEL_MODERATE,italian_restaurant,0
Boucherie West Village,None,4.8,9271.0,PRICE_LEVEL_EXPENSIVE,french_restaurant,0
Gnoccheria East Village,None,4.5,912.0,PRICE_LEVEL_MODERATE,italian_restaurant,0
Virginia's,None,4.4,416.0,PRICE_LEVEL_EXPENSIVE,american_restaurant,0
Raku,None,4.5,1398.0,PRICE_LEVEL_MODERATE,japanese_restaurant,0
upstate craft beer & oyster bar,None,4.6,992.0,PRICE_LEVEL_MODERATE,oyster_bar_restaurant,0
OLIO E PIÙ,None,4.7,10860.0,PRICE_LEVEL_MODERATE,restaurant,0
Petite Boucherie,None,4.7,2050.0,PRICE_LEVEL_MODERATE,french_restaurant,0
Mountain House East Village,None,4.6,2215.0,PRICE_LEVEL_MODERATE,chinese_restaurant,0
The Bao,None,4.3,1340.0,PRICE_LEVEL_MODERATE,chinese_restaurant,0
The Grafton,None,4.4,446.0,PRICE_LEVEL_MODERATE,irish_pub,0
Hunan Slurp,None,4.2,476.0,PRICE_LEVEL_MODERATE,restaurant,0
Kazuza,None,4.6,1723.0,PRICE_LEVEL_MODERATE,hookah_bar,0
Death & Co East Village,None,4.5,2077.0,PRICE_LEVEL_EXPENSIVE,cocktail_bar,0
Horus Cafe,None,4.3,714.0,PRICE_LEVEL_MODERATE,mediterranean_restaurant,0
Hen House Nyc,None,4.4,416.0,PRICE_LEVEL_MODERATE,lebanese_restaurant,0
Taqueria St. Marks Place,None,4.6,1001.0,PRICE_LEVEL_INEXPENSIVE,mexican_restaurant,0
La Palapa,None,4.2,791.0,PRICE_LEVEL_MODERATE,mexican_restaurant,0
Omakase Room by Mitsu,None,4.7,316.0,PRICE_LEVEL_VERY_EXPENSIVE,japanese_restaurant,0
Giano,None,4.7,561.0,PRICE_LEVEL_MODERATE,italian_restaurant,0
Crispiano,None,4.6,302.0,PRICE_LEVEL_MODERATE,italian_restaurant,0
Hi-Collar,None,4.4,1236.0,PRICE_LEVEL_MODERATE,japanese_restaurant,0
Temakase Hand Roll Bar - 2nd Ave,None,4.5,1108.0,PRICE_LEVEL_MODERATE,sushi_restaurant,0
Yuca Bar & Restaurant,None,4.5,3429.0,PRICE_LEVEL_MODERATE,latin_american_restaurant,0
The Smith,None,4.4,2878.0,PRICE_LEVEL_MODERATE,american_restaurant,0
Cathédrale Restaurant,None,4.1,1387.0,PRICE_LEVEL_MODERATE,french_restaurant,0
IPPUDO NY,None,4.4,5468.0,PRICE_LEVEL_MODERATE,restaurant,0
Tim Ho Wan East Village,None,4.1,2469.0,PRICE_LEVEL_MODERATE,dim_sum_restaurant,0
Ray's Candy Store,None,4.7,1367.0,PRICE_LEVEL_INEXPENSIVE,dessert_shop,0
St. Dymphna's,None,4.0,282.0,PRICE_LEVEL_INEXPENSIVE,pub,0
Cafe Mogador,None,4.5,3032.0,PRICE_LEVEL_MODERATE,moroccan_restaurant,0
Please Don't Tell,None,4.3,2417.0,PRICE_LEVEL_EXPENSIVE,cocktail_bar,0
TOKUYAMATCHA & ONIGIRAZU BAR- E 6th St.,None,4.4,442.0,PRICE_LEVEL_MODERATE,japanese_restaurant,0
Rai Rai Ken + Curry Ya + Otafuku,None,4.4,1506.0,PRICE_LEVEL_MODERATE,japanese_restaurant,0
Shabu-Tatsu,None,4.3,523.0,PRICE_LEVEL_MODERATE,japanese_restaurant,0
The Grey Dog - Union Square,None,4.4,1853.0,PRICE_LEVEL_MODERATE,american_restaurant,0
Village Taverna,None,4.6,991.0,PRICE_LEVEL_MODERATE,greek_restaurant,0
Hanoi House,None,4.5,1342.0,PRICE_LEVEL_MODERATE,vietnamese_restaurant,0
TabeTomo,None,4.5,1161.0,PRICE_LEVEL_MODERATE,ramen_restaurant,0
La Contenta Oeste,None,4.5,1125.0,PRICE_LEVEL_MODERATE,mexican_restaurant,0
Bar Six,None,4.4,604.0,PRICE_LEVEL_MODERATE,french_restaurant,0
Morandi,None,4.4,1628.0,PRICE_LEVEL_MODERATE,italian_restaurant,0
Mighty Quinn's Barbeque,None,4.3,3828.0,PRICE_LEVEL_MODERATE,barbecue_restaurant,0
Lhasa,None,4.6,348.0,PRICE_LEVEL_INEXPENSIVE,tibetan_restaurant,0
Yemen Café & Restaurant,None,4.5,3524.0,PRICE_LEVEL_MODERATE,restaurant,0
Hadramout Restaurant,None,4.1,1229.0,PRICE_LEVEL_MODERATE,restaurant,0
Han Dynasty,None,4.3,1522.0,PRICE_LEVEL_MODERATE,chinese_restaurant,0
Kyuramen - Union Square,None,4.5,2060.0,PRICE_LEVEL_MODERATE,japanese_restaurant,0
Cafe Cluny,None,4.4,1365.0,PRICE_LEVEL_MODERATE,french_restaurant,0
St Tropez West Village,None,4.6,944.0,PRICE_LEVEL_MODERATE,french_restaurant,0
Love Mama,None,4.4,1684.0,PRICE_LEVEL_MODERATE,asian_restaurant,0
John's of 12th Street,None,4.4,1338.0,PRICE_LEVEL_MODERATE,italian_restaurant,0
Mino Brasserie,None,4.7,652.0,PRICE_LEVEL_EXPENSIVE,french_restaurant,0
Au Za'atar - East Village,None,4.3,4407.0,PRICE_LEVEL_MODERATE,lebanese_restaurant,0
El Camion Cantina,None,4.4,795.0,PRICE_LEVEL_MODERATE,mexican_restaurant,0
Osteria Nonnino,None,4.8,3759.0,PRICE_LEVEL_MODERATE,italian_restaurant,0
Pastis,None,4.6,3084.0,PRICE_LEVEL_EXPENSIVE,restaurant,0
Panda Express,None,3.9,968.0,PRICE_LEVEL_INEXPENSIVE,chinese_restaurant,0
Bed-Stuy Fish Fry,None,3.4,723.0,PRICE_LEVEL_INEXPENSIVE,seafood_restaurant,0
Lemongrass Brooklyn,None,4.6,4014.0,PRICE_LEVEL_INEXPENSIVE,thai_restaurant,0
Joya,None,4.3,1259.0,PRICE_LEVEL_INEXPENSIVE,thai_restaurant,0
Laut,None,4.4,2264.0,PRICE_LEVEL_MODERATE,malaysian_restaurant,0
Pasta Eater,None,4.5,1545.0,PRICE_LEVEL_MODERATE,italian_restaurant,0
Dear Irving Gramercy,None,4.6,1053.0,PRICE_LEVEL_EXPENSIVE,cocktail_bar,0
Yakiniku Futago Chelsea,None,4.6,1256.0,PRICE_LEVEL_EXPENSIVE,barbecue_restaurant,0
Vinyl Steakhouse,None,4.7,821.0,PRICE_LEVEL_EXPENSIVE,restaurant,0
Alma BK,None,4.3,894.0,PRICE_LEVEL_MODERATE,mexican_restaurant,0
Mazzat,None,4.8,701.0,PRICE_LEVEL_MODERATE,mediterranean_restaurant,0
da Umberto,None,4.5,385.0,PRICE_LEVEL_EXPENSIVE,italian_restaurant,0
The Standard Biergarten,None,4.1,1753.0,PRICE_LEVEL_MODERATE,beer_garden,0
Doughnuttery,None,4.0,484.0,PRICE_LEVEL_INEXPENSIVE,donut_shop,0
abc kitchen,None,4.4,3041.0,PRICE_LEVEL_EXPENSIVE,restaurant,0
Vallata,None,4.4,337.0,PRICE_LEVEL_EXPENSIVE,italian_restaurant,0
Union Square Cafe,None,4.6,2369.0,PRICE_LEVEL_EXPENSIVE,american_restaurant,0
Boucherie Union Square,None,4.7,4800.0,PRICE_LEVEL_EXPENSIVE,french_restaurant,0
Dough Doughnuts Flatiron,None,4.5,3305.0,PRICE_LEVEL_MODERATE,donut_shop,0
Baodega 小杨生煎,None,4.6,1541.0,PRICE_LEVEL_MODERATE,dim_sum_restaurant,0
The Best Sichuan 一品成都21,None,4.9,2431.0,PRICE_LEVEL_MODERATE,chinese_restaurant,0
mezeh,None,4.2,303.0,PRICE_LEVEL_INEXPENSIVE,mediterranean_restaurant,0
Giorgio's of Gramercy,None,4.5,542.0,PRICE_LEVEL_EXPENSIVE,american_restaurant,0
Bijan's,None,4.3,1292.0,PRICE_LEVEL_MODERATE,american_restaurant,0
French Louie,None,4.5,1298.0,PRICE_LEVEL_MODERATE,french_restaurant,0
Lobster Place,None,4.5,3689.0,PRICE_LEVEL_EXPENSIVE,seafood_restaurant,0
Friedman's,None,4.5,1765.0,PRICE_LEVEL_MODERATE,restaurant,0
Bar Bruno,None,4.3,502.0,PRICE_LEVEL_MODERATE,mexican_restaurant,0
Cafe Spaghetti,None,4.7,583.0,PRICE_LEVEL_MODERATE,italian_restaurant,0
Miznon,None,4.4,2923.0,PRICE_LEVEL_MODERATE,israeli_restaurant,0
Misi,None,4.3,1832.0,PRICE_LEVEL_VERY_EXPENSIVE,italian_restaurant,0
Antidote,None,4.8,2086.0,PRICE_LEVEL_MODERATE,chinese_restaurant,0
CAVA,None,4.6,2004.0,PRICE_LEVEL_MODERATE,mediterranean_restaurant,0
Just Salad,None,4.6,530.0,PRICE_LEVEL_MODERATE,restaurant,0
12 Chairs Café,None,4.4,1726.0,PRICE_LEVEL_MODERATE,israeli_restaurant,0
LaRina Pastificio & Vino,None,4.7,1195.0,PRICE_LEVEL_MODERATE,italian_restaurant,0
Buff Patty,None,3.9,957.0,PRICE_LEVEL_MODERATE,restaurant,0
OTB,None,4.6,328.0,PRICE_LEVEL_MODERATE,cocktail_bar,0
Pies 'n' Thighs,None,4.4,3863.0,PRICE_LEVEL_MODERATE,american_restaurant,0
Simple,None,4.4,476.0,PRICE_LEVEL_MODERATE,restaurant,0
Hillstone,None,4.4,2403.0,PRICE_LEVEL_EXPENSIVE,american_restaurant,0
Sarabeth's Park Avenue South,None,4.2,2008.0,PRICE_LEVEL_EXPENSIVE,american_restaurant,0
Bazár Tapas Bar and Restaurant,None,4.4,1252.0,PRICE_LEVEL_MODERATE,tapas_restaurant,0
INDAY,None,4.5,733.0,PRICE_LEVEL_INEXPENSIVE,indian_restaurant,0
Red Hook Lobster Pound,None,4.4,2307.0,PRICE_LEVEL_MODERATE,seafood_restaurant,0
Brooklyn Ice House,None,4.5,573.0,PRICE_LEVEL_INEXPENSIVE,bar_and_grill,0
Marta,None,4.5,1880.0,PRICE_LEVEL_MODERATE,restaurant,0
Tavern 29,None,4.1,1100.0,PRICE_LEVEL_MODERATE,american_restaurant,0
Pastagasm,None,4.8,501.0,PRICE_LEVEL_MODERATE,italian_restaurant,0
KazuNori: The Original Hand Roll Bar,None,4.7,3074.0,PRICE_LEVEL_MODERATE,sushi_restaurant,0
KRAAM Thai,None,4.7,468.0,PRICE_LEVEL_MODERATE,thai_restaurant,0
Olea,None,4.6,1840.0,PRICE_LEVEL_MODERATE,mediterranean_restaurant,0
Black Iris,None,4.7,1361.0,PRICE_LEVEL_MODERATE,mediterranean_restaurant,0
Goog Thai Cook Shop,None,4.6,464.0,PRICE_LEVEL_MODERATE,thai_restaurant,0
Mustang Harry's,None,4.4,2499.0,PRICE_LEVEL_MODERATE,restaurant,0
CAVA,None,4.7,964.0,PRICE_LEVEL_MODERATE,mediterranean_restaurant,0
Evelina,None,4.7,1509.0,PRICE_LEVEL_EXPENSIVE,italian_restaurant,0
Colonia Verde,None,4.6,991.0,PRICE_LEVEL_MODERATE,restaurant,0
Fumo Kips Bay,None,4.4,355.0,PRICE_LEVEL_MODERATE,italian_restaurant,0
Sweet Chick,None,4.4,3684.0,PRICE_LEVEL_MODERATE,american_restaurant,0
Oasis,None,4.6,1107.0,PRICE_LEVEL_INEXPENSIVE,mediterranean_restaurant,0
Frankies 457 Spuntino,None,4.5,1456.0,PRICE_LEVEL_MODERATE,italian_restaurant,0
Aromi,None,4.8,729.0,PRICE_LEVEL_MODERATE,italian_restaurant,0
Habana Outpost,None,4.6,2292.0,PRICE_LEVEL_INEXPENSIVE,mexican_restaurant,0
Wythe Hotel,None,4.5,1622.0,PRICE_LEVEL_EXPENSIVE,hotel,0
Kokomo Restaurant & Lounge,None,4.4,3109.0,PRICE_LEVEL_MODERATE,caribbean_restaurant,0
NUBIANI - Koreatown,None,4.5,960.0,PRICE_LEVEL_EXPENSIVE,korean_barbecue_restaurant,0
St. Mazie Bar & Supper Club,None,4.5,1194.0,PRICE_LEVEL_MODERATE,live_music_venue,0
Have & Meyer,None,4.4,748.0,PRICE_LEVEL_MODERATE,restaurant,0
Anytime Kitchen,None,4.6,2353.0,PRICE_LEVEL_MODERATE,korean_restaurant,0
Woorijip,None,4.5,3009.0,PRICE_LEVEL_INEXPENSIVE,korean_restaurant,0
The Cutting Room,None,4.4,1415.0,PRICE_LEVEL_MODERATE,live_music_venue,0
The Ainsworth Midtown,None,3.9,1364.0,PRICE_LEVEL_MODERATE,american_restaurant,0
DDOBAR by Joomak NYC,None,4.7,238.0,PRICE_LEVEL_INEXPENSIVE,restaurant,0
Baekjeong NYC,None,4.4,2477.0,PRICE_LEVEL_EXPENSIVE,korean_barbecue_restaurant,0
Antoya Korean BBQ,None,4.4,2440.0,PRICE_LEVEL_MODERATE,korean_barbecue_restaurant,0
Hometown Bar-B-Que,None,4.5,4389.0,PRICE_LEVEL_MODERATE,barbecue_restaurant,0
